,id,title,daoId,juniorDescription,middleDescription,seniorDescription,startAt,endAt,author,createdAt,snapshotId,discussionLink,snapshotLink,userId,issueNumber,seniorLength,middleLength,juniorLength,sum_sent_count,text_sent_count,sum_word_count,text_word_count,sum_char_count,text_char_count,sum_word_density,text_word_density,sum_sent_density,text_sent_density,sum_punc_count,text_punc_count,text_stopw_count,sum_stopw_count,sum_stopw_density,text_stopw_density,GPT4_summary,GPT3_5_turbo_summary
215,267,[ARFC] BAL Interest Rate Curve Upgrade,3,"This proposal is to increase capital efficiency by changing the interest rate parameters of the BAL liquidity pools on Aave Ethereum v2, Ethereum v3 (when deployed), Polygon v3 and Polygon v2. The...","This proposal is to increase capital efficiency by changing the interest rate parameters of the BAL liquidity pools on Aave Ethereum v2, Ethereum v3 (when deployed), Polygon v3 and Polygon v2. The...",--- title: [ARFC] BAL Interest Rate Curve Upgrade. Author: @Llamaxyz @MatthewGraham @scottincrypto. Dated: 2022-12-17 (updated) --- Simple Summary. @Llamaxyz presents a proposal to amend BAL inter...,1671408000000,1671832800000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1671304509494,0xceb72907ec281318c0271039c6cbde07d057e368aff8d8b75ad90389f64bf83c,https://governance.aave.com/t/arc-bal-interest-rate-curve-upgrade/10484/10,https://snapshot.org/#/aave.eth/proposal/0xceb72907ec281318c0271039c6cbde07d057e368aff8d8b75ad90389f64bf83c,,205.0,4748,641,639,3,39,114,790,528,3976,0.215501,0.198642,0.026087,0.049305,19,258,250,39,0.339130,0.316056,"This proposal, by authors @Llamaxyz, @MatthewGraham, and @scottincrypto, is to change the interest rate parameters on the BAL pools in the Aave platform on Ethereum v2, v3, and two Polygon version...","This proposal suggests upgrading the interest rate parameters for the BAL liquidity pools on Aave Ethereum v2, Ethereum v3 (when deployed), Polygon v3, and Polygon v2. The aim is to improve capita..."
216,268,PSP-IPΔ24 : Claim and Delegate $SAFE tokens on behalf of ParaSwap DAO,9,"This proposal is about claiming 5,051.21 $SAFE tokens from a Safe Multisignature Wallet that have been allocated to the ParaSwap DAO before they expire on December 27th 2022. There are four propos...","This proposal is about claiming 5,051.21 $SAFE tokens from a Safe Multisignature Wallet that have been allocated to the ParaSwap DAO before they expire on December 27th 2022. There are four propos...","PSP-IPΔ24 : Claim and Delegate $SAFE tokens on behalf of ParaSwap DAO. Keywords. Governance, safe, partnerships, community. Simple Summary. As part of our infrastructure, we use Safe Multi Signatu...",1671373081000,1671721200000,0xEa1d7b2F28Df264D0c6F3eC479C62B904F3bd62d,1671373809086,0x1726d0f33658346db2bdf76fc9b972aebf418925bff47677bdae56e74052591c,https://gov.paraswap.network/t/psp-ip-24-claim-and-delegate-safe-tokens-on-behalf-of-paraswap-dao/1257/1,https://snapshot.org/#/paraswap-dao.eth/proposal/0x1726d0f33658346db2bdf76fc9b972aebf418925bff47677bdae56e74052591c,,206.0,2202,611,611,4,19,101,378,513,1830,0.196498,0.206445,0.039216,0.050132,13,63,161,39,0.382353,0.424802,"ParaSwap DAO, which uses Safe Multi Signature wallets, has been allocated $SAFE tokens by the newly decentralized SafeDAO. These tokens need to be claimed by December 27, 2022, or they expire. Thi...","This proposal is about claiming and delegating $SAFE tokens on behalf of ParaSwap DAO. ParaSwap DAO uses Safe Multi Signature wallets, and some of these wallets have received an allocation of $SAF..."
217,270,Sushi Vesting Merkle Tree Clawback [Signal],5,"This proposal is about deciding whether or not to clawback 8,246,689 SUSHI that are currently in two contracts. If the Signal Proposal passes, then further details of a clawback procedure will be ...","This proposal is about deciding whether or not to clawback 8,246,689 SUSHI that are currently in two contracts. If the Signal Proposal passes, then further details of a clawback procedure will be ...",This proposals expectation is to produce a community signal. Full details and discussions thus far can be found at: [link] Synopsis: During the first 6 months of Sushis liquidity mining a vest was...,1671471521000,1672074000000,0x4bb4c1B0745ef7B4642fEECcd0740deC417ca0a0,1671471907672,0xe8be4c19adbd6cdb1f95a0318ed0d037db4904b72e815569076cc9b6ba44d1ec,https://etherscan.io/address/0xcbe6b83e77cdc011cc18f6f0df8444e5783ed982,https://snapshot.org/#/sushigov.eth/proposal/0xe8be4c19adbd6cdb1f95a0318ed0d037db4904b72e815569076cc9b6ba44d1ec,,208.0,1163,269,269,3,6,50,212,223,955,0.223214,0.221757,0.058824,0.028169,8,21,97,24,0.470588,0.455399,This proposal is asking the community to vote on whether or not to take back ("clawback") some SUSHI tokens that have been locked up in a contract since Sushi's liquidity mining started over a yea...,"This proposal seeks the community's decision on whether to recover the remaining SUSHI tokens locked in contracts or not. After a year since the tokens were unlocked, there are still 8,246,689 SUS..."
218,271,Chaos Labs - Aave v2 Coverage,3,The proposal is about Chaos Labs extending their engagement with Aave to include proactive risk analysis and management of both the v2 and upcoming v3 markets. This includes amending asset paramet...,The proposal is about Chaos Labs extending their engagement with Aave to include proactive risk analysis and management of both the v2 and upcoming v3 markets. This includes amending asset paramet...,Summary. Chaos Labs proposes to expand the scope of its engagement with Aave to include proactive risk analysis and management of the v2 markets while encouraging and supporting a safe migration t...,1671652800000,1671912000000,0x5d49dBcdd300aECc2C311cFB56593E71c445d60d,1671568209487,0xd4df8cd3ef68f787d08cd0f8c529471ed48d70ebc15a562a39dbc0196a9f8e47,,https://snapshot.org/#/aave.eth/proposal/0xd4df8cd3ef68f787d08cd0f8c529471ed48d70ebc15a562a39dbc0196a9f8e47,,209.0,5336,577,576,3,29,90,854,488,4498,0.184049,0.189820,0.032967,0.033918,13,182,315,31,0.340659,0.368421,"Chaos Labs is suggesting an expansion of its current collaboration with Aave. This would involve further in-depth risk analysis and management for Aave's v2 markets, along with aiding a safe trans...",Chaos Labs wants to expand its partnership with Aave to analyze and manage risks in the v2 markets while also supporting the upcoming Ethereum v3 deployment. They have been focusing on v3 markets ...
219,272,PTIP-83: PoolTogether V4 DPR Upgrade,11,"The PoolTogether Inc. team is proposing an upgrade to their V4 \"Draw Percentage Rate\" system. This upgrade will allow them to have larger infrequent prizes, as opposed to the daily draw prizes the...","The PoolTogether Inc. team is proposing an upgrade to their V4 \"Draw Percentage Rate\" system. This upgrade will allow them to have larger infrequent prizes, as opposed to the daily draw prizes the...","tldr; vote YES to upgrade PoolTogether V4 to support large, infrequent prizes The PoolTogether Inc. team, in collaboration with the Finance Team, has nearly completed the research and development ...",1671571479000,1672768800000,0xA57D294c3a11fB542D524062aE4C5100E0E373Ec,1671571808829,0x18f45cccb83368995bd0cd8084e9b6b2b7027ea48cb5522f7e9d8563001e41a0,,https://snapshot.org/#/pooltogether.eth/proposal/0x18f45cccb83368995bd0cd8084e9b6b2b7027ea48cb5522f7e9d8563001e41a0,,210.0,3584,472,471,3,36,76,614,396,2948,0.191436,0.208206,0.038961,0.058537,10,148,211,25,0.324675,0.343089,"PoolTogether Inc., a decentralized protocol, is planning to upgrade its system (V4 version) to better provide big, occasional prizes. Currently, prizes are given out daily, but this upcoming chang...","PoolTogether Inc. is proposing an upgrade to PoolTogether V4 to support large, infrequent prizes. Currently, prizes are awarded daily, but this upgrade will allow for prizes that occur less freque..."
220,273,[BIP-140] Introduce TimelockAuthorizer,12,This proposal is about replacing Balancers current access control system with a new one called the TimelockAuthorizer. This replacement provides more fine-grained control over permissions and addr...,This proposal is about replacing Balancer's current access control system with a new one called the TimelockAuthorizer. This replacement provides more fine-grained control over permissions and add...,"Introduction Balancers access control system is based on permissions, which can be granted and revoked. These are controlled by the 'Authorizer' contract, which was deployed along with the 'Vault'...",1671732000000,1672077600000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671688809514,0x46b48f89247d28fc26a3851269ca30424b7cfb1dede75b99b77e6a27b998dd19,https://forum.balancer.fi/t/bip-140-introduce-timelockauthorizer/4159,https://snapshot.org/#/balancer.eth/proposal/0x46b48f89247d28fc26a3851269ca30424b7cfb1dede75b99b77e6a27b998dd19,,211.0,9558,691,690,4,64,102,1445,590,8135,0.172589,0.177606,0.038835,0.044260,8,453,583,34,0.330097,0.403181,"This proposal suggests a swap from Balancer's existing authorization system to a more advanced \"TimelockAuthorizer\" system. It's a more secure way to manage permissions, giving better control over...","This proposal suggests replacing the current 'Authorizer' contract in Balancer's access control system with the 'TimelockAuthorizer' contract. The new contract offers more granular permissions, al..."
221,274,[BIP-142] Permission Granting - Recovery Mode - ComposableStable-V2,12,"This proposal is about authorizing the PoolRecoveryHelper contract to put ComposableStable-V2 pools in Recovery Mode. Balancer Labs has created the PoolRecoveryHelper, a smart contract which check...","This proposal is about authorizing the PoolRecoveryHelper contract to put ComposableStable-V2 pools in Recovery Mode. Balancer Labs has created the PoolRecoveryHelper, a smart contract which check...",Summary. Authorize the PoolRecoveryHelper contract to put ComposableStable-V2 pools in Recovery Mode. This proposal is follow up to the [original]([link]) to cover the additional pool factory. Mot...,1671732000000,1672077600000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671689705383,0xc0e6a9bf5eaf73eac00d52ac007bfd5349e47f7037277603702ab3f6b3d469ee,https://forum.balancer.fi/t/bip-142-permission-granting-recovery-mode-composablestable-v2/4183,https://snapshot.org/#/balancer.eth/proposal/0xc0e6a9bf5eaf73eac00d52ac007bfd5349e47f7037277603702ab3f6b3d469ee,,213.0,2326,697,697,4,20,110,337,589,2000,0.186441,0.168416,0.036036,0.059172,10,129,116,41,0.369369,0.343195,"This proposal is about allowing a special contract, named PoolRecoveryHelper, to put certain cryptocurrency pools, specifically ComposableStable-V2 pools, into a safety mode called 'Recovery Mode'...","This proposal is to authorize the PoolRecoveryHelper contract to put ComposableStable-V2 pools in Recovery Mode. This is important because faulty rate providers can cause operations to fail, which..."
222,275,[BIP-141] Introduce VeBoost V2,12,"This proposal is about upgrading the boost delegation subsystem that veBAL holders get to make it compatible with other platforms, such as Paladins boost market. The current system is unnecessaril...","This proposal is about upgrading the boost delegation subsystem that veBAL holders get to make it compatible with other platforms, such as Paladin's boost market. The current system is unnecessari...","Introduction. veBAL holders get a boost in the liquidity mining program compared to LPs who don't hold veBAL. These boosts can be delegated to third parties, but this system has barely had any use...",1671732000000,1672077600000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671689705538,0xeb70fa7554ff57670aff22608345adebfbe63ab790ce0eeba85565fcbd5c0650,https://forum.balancer.fi/t/bip-141-introduce-veboost-v2/4160,https://snapshot.org/#/balancer.eth/proposal/0xeb70fa7554ff57670aff22608345adebfbe63ab790ce0eeba85565fcbd5c0650,,212.0,2566,583,582,4,18,97,412,486,2171,0.199179,0.189687,0.040816,0.043584,9,163,172,41,0.418367,0.416465,This proposal aims to improve veBAL holders' liquidity mining program by upgrading the boost delegation subsystem so it can be compatible with platforms like Paladins boost market. The current boo...,"This proposal suggests upgrading the boost delegation system for veBAL holders in the liquidity mining program. Currently, the boost system is complicated and not very useful. The new system, call..."
223,276,Opium DAO $SAFE airdrop claim and delegation,8,"This proposal is about the Opium DAO using Gnosis Safe to securely store funds and ownership of their protocols. As a result, they will receive an airdrop of $SAFE tokens which must be claimed bef...","This proposal is about the Opium DAO using Gnosis Safe to securely store funds and ownership of their protocols. As a result, they will receive an airdrop of $SAFE tokens which must be claimed bef...","Summary. Opium DAO uses Gnosis Safe to securely store ecosystem funds and ownership of the protocols. As a result, it received a $SAFE airdrop, which must be claimed before December 27. With claim...",1671692400000,1671865200000,0x84E94F8032b3F9fEc34EE05F192Ad57003337988,1671704109676,0x897ed1bb26146212cd8edfe095436243589fde823e159c2f409ccdf444926b8f,,https://snapshot.org/#/opiumprotocol.eth/proposal/0x897ed1bb26146212cd8edfe095436243589fde823e159c2f409ccdf444926b8f,,214.0,1937,488,487,3,15,81,237,408,1697,0.198044,0.139576,0.036585,0.063025,14,258,63,29,0.353659,0.264706,"Opium DAO, which uses Gnosis Safe for storing funds and protocol ownership, has received an airdrop of $SAFE tokens that must be claimed by December 27. As a part of this process, voting rights ne...","Opium DAO is planning to claim a $SAFE airdrop before December 27. They will use Gnosis Safe, a secure storage system, to hold their funds and ownership. To claim the airdrop, they need to delegat..."
224,278,[ARC]: Risk Parameter Updates for Aave V3 Optimism 2022-12-29,3,"This proposal is about adjusting a risk parameter called \"Supply Cap\" across one Aave V3 Optimism asset. The goal of the adjustment is to reduce risk in the protocol, even though it may limit the ...","This proposal is about adjusting a risk parameter called \"Supply Cap\" across one Aave V3 Optimism asset. The goal of the adjustment is to reduce risk in the protocol, even though it may limit the ...","Simple Summary. A proposal to adjust one (1) total risk parameter - Supply Cap - across one (1) Aave V3 Optimism asset. This should reduce risk in the protocol, though it does limit the growth of ...",1672347816000,1672675200000,0x5772ACba5A09bB032f90AC7b15fE11D40CCC4314,1672348509792,0xaca5b7e014d4e752ce5ff0d0a1b1d9bf86496338d1ec53bfb0132810535f6db8,https://governance.aave.com/t/arc-risk-parameter-updates-for-aave-v3-optimism-2022-12-29/11213/1,https://snapshot.org/#/aave.eth/proposal/0xaca5b7e014d4e752ce5ff0d0a1b1d9bf86496338d1ec53bfb0132810535f6db8,,216.0,4082,723,722,5,35,115,632,608,3448,0.188834,0.183242,0.043103,0.055292,18,198,194,37,0.318966,0.306477,"We're proposing to set a limit on the amount of AAVE tokens that can be supplied on the Aave v3 Optimism platform. This is because when there's no cap, one person could potentially supply so many ...","This proposal suggests implementing a supply cap for the AAVE asset on Aave's v3 deployment on Optimism, which will reduce the risk in the protocol and prevent potential market manipulation attack..."
